time,value
2024-04-17T00:00:01.759249715Z,682
2024-04-17T00:00:06.774715992Z,682
2024-04-17T00:00:11.792449028Z,682
2024-04-17T00:00:16.809517526Z,682
2024-04-17T00:00:21.827478161Z,681
2024-04-17T00:00:26.845314638Z,682
2024-04-17T00:00:31.862798374Z,681
2024-04-17T00:00:36.847923277Z,680
2024-04-17T00:00:41.898403431Z,680
2024-04-17T00:00:46.81423634Z,680
2024-04-17T00:00:51.831237513Z,679
2024-04-17T00:00:56.854713153Z,679
2024-04-17T00:01:01.866370249Z,678
2024-04-17T00:01:06.884160124Z,677
2024-04-17T00:01:11.901974058Z,678
2024-04-17T00:01:16.817458942Z,678
2024-04-17T00:01:21.834731239Z,677
2024-04-17T00:01:26.853744638Z,678
2024-04-17T00:01:31.870137695Z,678
2024-04-17T00:01:36.887325637Z,678
2024-04-17T00:01:41.905085349Z,679
2024-04-17T00:01:46.922363184Z,679
2024-04-17T00:01:51.939801084Z,679
2024-04-17T00:01:56.855804327Z,679
2024-04-17T00:02:01.873563829Z,680
2024-04-17T00:02:06.890966285Z,679
2024-04-17T00:02:11.90851675Z,679
2024-04-17T00:02:16.926301304Z,679
2024-04-17T00:02:21.944133627Z,679
2024-04-17T00:02:26.961148727Z,679
2024-04-17T00:02:31.97908564Z,679
2024-04-17T00:02:36.894306087Z,679
2024-04-17T00:02:41.912329927Z,679
2024-04-17T00:02:46.929656746Z,678
2024-04-17T00:02:51.946841719Z,678
2024-04-17T00:02:56.964333464Z,679
2024-04-17T00:03:01.982433727Z,680
2024-04-17T00:03:07.000003451Z,680
2024-04-17T00:03:11.915896462Z,679
2024-04-17T00:03:16.932810258Z,679
2024-04-17T00:03:21.95039188Z,679
2024-04-17T00:03:26.967986655Z,679
2024-04-17T00:03:31.985282817Z,678
2024-04-17T00:03:37.003457639Z,678
2024-04-17T00:03:42.021632212Z,678
2024-04-17T00:03:46.93619859Z,677
2024-04-17T00:03:51.954061435Z,677
2024-04-17T00:03:56.971545287Z,677
2024-04-17T00:04:01.989221341Z,677
2024-04-17T00:04:07.006721329Z,678
2024-04-17T00:04:12.024707014Z,679
2024-04-17T00:04:17.043251337Z,680
2024-04-17T00:04:22.060197216Z,680
2024-04-17T00:04:26.975511912Z,680
2024-04-17T00:04:31.993731473Z,680
2024-04-17T00:04:37.009741173Z,680
2024-04-17T00:04:42.028202266Z,680
2024-04-17T00:04:47.04685068Z,680
2024-04-17T00:04:52.063300878Z,681
2024-04-17T00:04:57.080706998Z,681
2024-04-17T00:05:02.099205804Z,680
2024-04-17T00:05:07.013846981Z,680
2024-04-17T00:05:12.134569268Z,681
2024-04-17T00:05:17.048699164Z,682
2024-04-17T00:05:22.066486891Z,682
2024-04-17T00:05:27.084882181Z,682
2024-04-17T00:05:32.101691901Z,682
2024-04-17T00:05:37.120752995Z,682
2024-04-17T00:05:42.03565208Z,682
2024-04-17T00:05:47.052948069Z,682
2024-04-17T00:05:52.070143907Z,682
2024-04-17T00:05:57.087843563Z,682
2024-04-17T00:06:02.105165815Z,682
2024-04-17T00:06:07.122992618Z,681
2024-04-17T00:06:12.140636133Z,680
2024-04-17T00:06:17.158638066Z,679
2024-04-17T00:06:22.073916673Z,679
2024-04-17T00:06:27.091313091Z,679
2024-04-17T00:06:32.109014262Z,676
2024-04-17T00:06:37.1260312Z,676
2024-04-17T00:06:42.14394668Z,676
2024-04-17T00:06:47.161455303Z,675
2024-04-17T00:06:52.179505966Z,677
2024-04-17T00:06:57.197735184Z,677
2024-04-17T00:07:02.112378715Z,677
2024-04-17T00:07:07.130064736Z,677
2024-04-17T00:07:12.14719227Z,677
2024-04-17T00:07:17.1647402Z,677
2024-04-17T00:07:22.183007031Z,677
2024-04-17T00:07:27.200271119Z,677
2024-04-17T00:07:32.217877698Z,677
2024-04-17T00:07:37.134233437Z,677
2024-04-17T00:07:42.150901199Z,677
2024-04-17T00:07:47.168119407Z,677
2024-04-17T00:07:52.186320335Z,677
2024-04-17T00:07:57.203802823Z,676
2024-04-17T00:08:02.22158433Z,676
2024-04-17T00:08:07.243678986Z,677
2024-04-17T00:08:12.256394542Z,676
2024-04-17T00:08:17.171872934Z,677
2024-04-17T00:08:22.189246371Z,677
2024-04-17T00:08:27.207229292Z,677
2024-04-17T00:08:32.224791323Z,677
2024-04-17T00:08:37.242049851Z,677
2024-04-17T00:08:42.2602036Z,676
2024-04-17T00:08:47.277753403Z,676
2024-04-17T00:08:52.193677367Z,676
2024-04-17T00:08:57.210687962Z,676
2024-04-17T00:09:02.229638254Z,675
2024-04-17T00:09:07.308235019Z,675
2024-04-17T00:09:12.26431572Z,673
2024-04-17T00:09:17.286351237Z,673
2024-04-17T00:09:22.299527655Z,673
2024-04-17T00:09:27.214695692Z,673
2024-04-17T00:09:32.232288451Z,673
2024-04-17T00:09:37.249326152Z,673
2024-04-17T00:09:42.37545674Z,673
2024-04-17T00:09:47.285450567Z,674
2024-04-17T00:09:52.303680359Z,673
2024-04-17T00:09:57.319377388Z,672
2024-04-17T00:10:02.343308398Z,672
2024-04-17T00:10:07.252696478Z,672
2024-04-17T00:10:12.270692872Z,672
2024-04-17T00:10:17.287981877Z,672
2024-04-17T00:10:22.305369235Z,672
2024-04-17T00:10:27.323067729Z,673
2024-04-17T00:10:32.341877986Z,673
2024-04-17T00:10:37.358573963Z,673
2024-04-17T00:10:42.27362585Z,674
2024-04-17T00:10:47.292305627Z,674
2024-04-17T00:10:52.308728595Z,674
2024-04-17T00:10:57.326519407Z,675
2024-04-17T00:11:02.344390562Z,675
2024-04-17T00:11:07.362681387Z,675
2024-04-17T00:11:12.380270042Z,675
2024-04-17T00:11:17.397409863Z,675
2024-04-17T00:11:22.312260482Z,674
2024-04-17T00:11:27.330639366Z,674
2024-04-17T00:11:32.347940961Z,673
2024-04-17T00:11:37.365275805Z,674
2024-04-17T00:11:42.383540798Z,673
2024-04-17T00:11:47.401216579Z,673
2024-04-17T00:11:52.417883459Z,673
2024-04-17T00:11:57.333857778Z,673
2024-04-17T00:12:02.351651901Z,672
2024-04-17T00:12:07.368279676Z,672
2024-04-17T00:12:12.386173554Z,672
2024-04-17T00:12:17.404487107Z,673
2024-04-17T00:12:22.422229286Z,673
2024-04-17T00:12:27.439890699Z,674
2024-04-17T00:12:32.457157225Z,674
2024-04-17T00:12:37.372108792Z,674
2024-04-17T00:12:42.49193595Z,674
2024-04-17T00:12:47.407445563Z,674
2024-04-17T00:12:52.425049114Z,674
2024-04-17T00:12:57.442994763Z,674
2024-04-17T00:13:02.4609435Z,673
2024-04-17T00:13:07.478373129Z,673
2024-04-17T00:13:12.393325078Z,673
2024-04-17T00:13:17.411406542Z,673
2024-04-17T00:13:22.42840054Z,674
2024-04-17T00:13:27.446283272Z,674
2024-04-17T00:13:32.464247827Z,674
2024-04-17T00:13:37.395195217Z,674
2024-04-17T00:13:42.499273433Z,674
2024-04-17T00:13:47.414557225Z,673
2024-04-17T00:13:52.431611967Z,673
2024-04-17T00:13:57.449893378Z,673
2024-04-17T00:14:02.467099055Z,673
2024-04-17T00:14:07.484397375Z,674
2024-04-17T00:14:12.502202071Z,674
2024-04-17T00:14:17.521679673Z,674
2024-04-17T00:14:22.537820435Z,674
2024-04-17T00:14:27.457504432Z,673
2024-04-17T00:14:32.470681134Z,672
2024-04-17T00:14:37.488538014Z,673
2024-04-17T00:14:42.506112048Z,672
2024-04-17T00:14:47.523902627Z,670
2024-04-17T00:14:52.541836027Z,670
2024-04-17T00:14:57.559517167Z,669
2024-04-17T00:15:02.474265628Z,669
2024-04-17T00:15:07.492260806Z,669
2024-04-17T00:15:12.509304439Z,670
2024-04-17T00:15:17.527447739Z,670
2024-04-17T00:15:22.545042544Z,670
2024-04-17T00:15:27.562020481Z,670
2024-04-17T00:15:32.579927687Z,670
2024-04-17T00:15:37.495363747Z,670
2024-04-17T00:15:42.617073524Z,671
2024-04-17T00:15:47.530965169Z,671
2024-04-17T00:15:52.548131003Z,671
2024-04-17T00:15:57.56575891Z,671
2024-04-17T00:16:02.583669667Z,670
2024-04-17T00:16:07.602210542Z,670
2024-04-17T00:16:12.516059293Z,670
2024-04-17T00:16:17.533866084Z,671
2024-04-17T00:16:22.55163339Z,671
2024-04-17T00:16:27.568960294Z,671
2024-04-17T00:16:32.586986314Z,672
2024-04-17T00:16:37.605126611Z,672
2024-04-17T00:16:42.584104892Z,672
2024-04-17T00:16:47.537285659Z,672
2024-04-17T00:16:52.554792252Z,672
2024-04-17T00:16:57.572552233Z,672
2024-04-17T00:17:02.589760335Z,672
2024-04-17T00:17:07.607796424Z,672
2024-04-17T00:17:12.626280144Z,671
2024-04-17T00:17:17.643572794Z,671
2024-04-17T00:17:22.558515061Z,670
2024-04-17T00:17:27.575715035Z,670
2024-04-17T00:17:32.593116705Z,670
2024-04-17T00:17:37.612295178Z,669
2024-04-17T00:17:42.629166471Z,670
2024-04-17T00:17:47.6472394Z,670
2024-04-17T00:17:52.663909372Z,670
2024-04-17T00:17:57.579859729Z,670
2024-04-17T00:18:02.59697507Z,671
2024-04-17T00:18:07.614584602Z,671
2024-04-17T00:18:12.632232494Z,671
2024-04-17T00:18:17.649781626Z,671
